event_id,time_utc,lat,lon,mag,depth_km,source,region_note,,,
usgs_20060717_java_south,2006-07-17T08:19:26Z,-9.284,107.419,7.7,20,USGS,South of Java (Pangandaran tsunami earthquake),,,
,,,,,,,,,,
,,,,,,,,,,
