node_id,lat,lon
5239479075,-7.4808978,107.3892772
5239479084,-7.4789338,107.3866882
5239479101,-7.4808936,107.3804104
5241135344,-7.4381627,107.4042695
5241135369,-7.4296717,107.3973105
5241135370,-7.4292621,107.3966387
5287141939,-7.425408,107.2429325
5287141961,-7.4445967,107.251774
5287141993,-7.445996,107.2298809
5287142115,-7.4433458,107.2555653
5287142271,-7.4400239,107.2322218
5287142571,-7.4209447,107.2489306
5287142582,-7.4224766,107.2506728
5287142651,-7.4301515,107.2605289
5287142710,-7.4344572,107.2552627
5287142878,-7.4276085,107.249388
5287142883,-7.4266165,107.2504139
5287143352,-7.4315296,107.2603481
5287183246,-7.4237782,107.2575567
5287183267,-7.424808,107.2610695
5291263913,-7.3914519,107.2407267
5291265071,-7.3645992,107.2517782
5291265082,-7.365943,107.2519122
5291265089,-7.3650923,107.2533092
5291265136,-7.3951124,107.2467474
5291265239,-7.4057817,107.2438319
5291265283,-7.3874307,107.2449129
5291265320,-7.3904971,107.2359821
5291265456,-7.3886337,107.2605284
5291265460,-7.3881947,107.2616025
5291265472,-7.3859199,107.264647
5291265563,-7.404575,107.2566795
5291265572,-7.4029889,107.2578062
5291265609,-7.4022582,107.2684221
5291265674,-7.3901793,107.254588
5291265996,-7.363965,107.253209
5291266239,-7.3852814,107.2389636
5291327434,-7.4031954,107.2712651
5291327707,-7.3970773,107.286833
5291605334,-7.3711147,107.1873104
5291605361,-7.3681051,107.1860563
5291605376,-7.3752538,107.1845571
5291605389,-7.3760225,107.1827942
5291605400,-7.3738887,107.1849162
5291605425,-7.3745289,107.1848582
5291605431,-7.3751001,107.1845115
5291605438,-7.3754852,107.1833226
5291605462,-7.3731184,107.1837068
5291605505,-7.3756341,107.2210479
5291605627,-7.37889,107.2191314
5291605636,-7.3906497,107.212737
5291605641,-7.3917199,107.2131574
5291605667,-7.3835928,107.2099703
5291605692,-7.3837365,107.2125372
5291605728,-7.3905074,107.2115207
5291605776,-7.4007759,107.2101044
5291605782,-7.4018345,107.2098148
5291605797,-7.3999194,107.2100857
5291605800,-7.3973102,107.2072707
5291605808,-7.3948244,107.2071058
5291605809,-7.3946834,107.2071795
5291605934,-7.3974337,107.2092556
5291605983,-7.4055038,107.188793
5291605997,-7.4039524,107.1895118
5291606134,-7.4026388,107.1921474
5291606209,-7.3927643,107.2094715
5291606275,-7.374142,107.2270254
5291606290,-7.371543,107.2262165
5291606487,-7.36956,107.2101259
5291606506,-7.3641534,107.2081304
5291606561,-7.3636859,107.2117567
5291606596,-7.3763284,107.2075108
5291606605,-7.3779164,107.2044289
5291606629,-7.3764788,107.205188
5291606632,-7.3768524,107.2059363
5291606633,-7.3770227,107.2060221
5291606643,-7.3791693,107.2108474
5291606678,-7.3801016,107.1972418
5291606681,-7.3805617,107.1958794
5291606684,-7.3775653,107.1953416
5291606700,-7.381284,107.195119
5291606722,-7.3823711,107.2051945
5291709422,-7.2598341,107.2219814
5291709436,-7.2594594,107.2207476
5291709519,-7.2717045,107.189666
5291709532,-7.2672026,107.1857124
5291709568,-7.2650834,107.1854684
5291709581,-7.2664982,107.1856428
5291709591,-7.2690877,107.1925306
5291709608,-7.2702549,107.1911171
5291709609,-7.2674647,107.1900898
5291709629,-7.2704393,107.1909589
5291710012,-7.2608955,107.2109839
5291710073,-7.2552085,107.2180835
5291710079,-7.2545616,107.2187638
5291710105,-7.2531564,107.2219715
5291710517,-7.2509159,107.2151993
5291858266,-7.3064431,107.271763
5291858267,-7.3060091,107.2732313
5291858269,-7.3061565,107.2723701
5291858271,-7.3062011,107.2720271
5291858274,-7.3064519,107.272066
5291858278,-7.3067684,107.2722737
5291859588,-7.2839124,107.278866
5291859695,-7.2834429,107.2782317
5291859704,-7.2828798,107.2766421
5291860047,-7.2821786,107.2921177
5291860071,-7.2803195,107.2971703
5292260487,-7.280943,107.2480346
5292260509,-7.2786034,107.2546975
5292268223,-7.2799435,107.2552658
5292268242,-7.284326,107.2519004
5292268256,-7.2868078,107.2479892
5292268276,-7.2861777,107.2437453
5292268293,-7.2874391,107.2408757
5292268464,-7.2958145,107.2304249
5292386534,-7.2771538,107.2544042
5292386582,-7.2785316,107.2566864
5292387105,-7.2900442,107.2358917
5292387113,-7.2905476,107.2364688
5292387313,-7.2966122,107.229198
5292387314,-7.2956248,107.231208
5292387513,-7.2930578,107.2271871
5292387515,-7.2887418,107.2472537
5292387731,-7.2869023,107.2452277
5292387743,-7.2921278,107.2489858
5292387765,-7.2890641,107.2478398
5292387768,-7.2886727,107.247439
5292871121,-7.2437787,107.2475051
5292871161,-7.2468464,107.2442601
5292871171,-7.2471767,107.2435087
5292871390,-7.2500229,107.233574
5292871393,-7.2500251,107.2333967
5292871429,-7.250051,107.2305725
5292874116,-7.2724501,107.2542592
5292877574,-7.2430728,107.2672187
5292877658,-7.2471834,107.2585609
5292931709,-7.2652172,107.2701638
5292931737,-7.2630948,107.2706299
5292932079,-7.2723191,107.2535991
5292932096,-7.2728811,107.2520871
5292932244,-7.2737103,107.246362
5292932271,-7.2741605,107.243504
5292949032,-7.2459421,107.2445178
5292949140,-7.245281,107.236791
5292949144,-7.2455573,107.2369422
5292949158,-7.2467383,107.2358896
5292949165,-7.2507821,107.2330847
5292949171,-7.2511885,107.2333407
5292949198,-7.2534064,107.2340585
5292949233,-7.2577198,107.2346436
5292949247,-7.2592709,107.2340399
5292964300,-7.2717333,107.2533279
5292964301,-7.2717996,107.253347
5292964310,-7.2578076,107.2375992
5292964319,-7.2575252,107.2369539
5292966088,-7.2394311,107.2676419
5293005964,-7.2762874,107.1446586
5293006190,-7.2846536,107.14019
5293006358,-7.2851855,107.1395822
5293006467,-7.2828165,107.1406245
5293006480,-7.2855848,107.1389696
5293006483,-7.2759096,107.1435106
5293006554,-7.2787977,107.1788379
5293006558,-7.2793237,107.1786281
5293006690,-7.2778099,107.1799979
5293031397,-7.2828644,107.1097845
5293032865,-7.2798141,107.0772157
5293037326,-7.2826086,107.1165547
5293059016,-7.3057606,107.163037
5293059147,-7.3041218,107.1636057
5293059172,-7.3040683,107.1595902
5293114924,-7.2551324,107.2541893
5293114928,-7.248716,107.2560051
5293114955,-7.2560557,107.2525652
5293115216,-7.2591382,107.2696187
5293115300,-7.2632449,107.2621326
5293115567,-7.2671282,107.2571022
5293117641,-7.4566588,107.1729854
5293117669,-7.4587956,107.1711001
5293118727,-7.4679058,107.1672696
5293118731,-7.4663616,107.1670148
5293118801,-7.4509348,107.1471986
5293119270,-7.458091,107.1710804
5293119300,-7.4627112,107.1728454
5293119301,-7.4625509,107.1729542
5293119306,-7.4625726,107.1745436
5293119307,-7.4631122,107.1744935
5293119362,-7.4569595,107.1615866
5293119369,-7.4587531,107.1633697
5293119416,-7.45826,107.1684467
5293119421,-7.4598041,107.167715
5293119852,-7.4520365,107.1741119
5293120114,-7.4710226,107.1805251
5293120249,-7.466357,107.1720621
5293120250,-7.4670376,107.1719982
5293804574,-7.3141918,107.1521035
5295153818,-7.3806918,107.4795152
5295991848,-7.3227129,107.0687736
5312686030,-7.3174796,107.0880837
5312686034,-7.3215981,107.1008394
5312686047,-7.3195164,107.0976501
5312686052,-7.317996,107.0957767
5312686054,-7.3173641,107.0952657
5312686057,-7.3169959,107.09359
5312686058,-7.317251,107.0950396
5312686066,-7.3169943,107.0946314
5312700759,-7.4158411,107.2675385
5319561763,-7.3332734,107.1162975
5319561994,-7.3193742,107.1032862
5319861448,-7.3080167,107.3260215
5319861466,-7.3098741,107.3247933
5319861512,-7.3142135,107.3257492
5319863287,-7.294597,107.3394158
5319863418,-7.2948744,107.348603
5321189615,-7.3125015,107.1123493
5321190031,-7.3130629,107.1108246
5326588035,-7.2537195,107.2434422
5326588044,-7.2529226,107.2430124
5326588082,-7.2483502,107.242641
5326588106,-7.2467171,107.2426564
5326646780,-7.4237709,107.2505534
5326647391,-7.4197914,107.2546358
5326683974,-7.3601629,107.1150369
5326702087,-7.4328953,107.2264827
5326767250,-7.2517384,107.2314681
5326777561,-7.3045711,107.1265617
5326777564,-7.3040483,107.1261976
5326777969,-7.2527327,107.2340157
5326855492,-7.3118211,107.1316672
5326855626,-7.3109245,107.1302658
5326855664,-7.3087197,107.1289448
5326855675,-7.307867,107.1280565
5326855683,-7.3073077,107.1277633
5326855693,-7.3066672,107.1273369
5326855698,-7.3063326,107.1281201
5326879288,-7.4123477,107.2309343
5326879414,-7.4170979,107.2437662
5326879424,-7.4137727,107.2428058
5326879429,-7.4141145,107.2428446
5326879441,-7.4150015,107.2431947
5326880143,-7.4251569,107.2384775
5326880524,-7.4205837,107.227831
5326880556,-7.4156591,107.2307747
5326880557,-7.4173893,107.2297863
5326880623,-7.4219151,107.2438012
5326891496,-7.40966,107.2523166
5326891525,-7.4066463,107.2565598
5326995299,-7.3276236,107.1143583
5326995831,-7.3259675,107.1111128
5326995834,-7.3257442,107.1108365
5326995844,-7.3248708,107.109812
5326995845,-7.3248296,107.109761
5326995877,-7.3227053,107.1046334
5326995884,-7.3211297,107.1041029
5326996074,-7.3308379,107.1029334
5327027327,-7.330121,107.1150765
5327105455,-7.2827633,107.112051
5330335627,-7.3428669,107.1307486
5330552219,-7.4377864,107.1571228
5330552775,-7.4463495,107.1564482
5330552935,-7.4497958,107.1400089
5330638377,-7.4343115,107.1689849
5330638386,-7.433636,107.169001
5330638393,-7.4330495,107.1681225
5330638733,-7.431596,107.1821344
5330638857,-7.4310428,107.1691887
5330638882,-7.4313919,107.1659151
5330639029,-7.4277022,107.1606069
5330639092,-7.4218542,107.1569887
5330639104,-7.4372475,107.1543448
5330639294,-7.4312278,107.1483237
5330639437,-7.4429088,107.1771387
5330639439,-7.4427918,107.1768947
5330639457,-7.4403603,107.1741341
5330639458,-7.44237,107.1710967
5330639474,-7.4391472,107.1714804
5330639508,-7.4467392,107.1722888
5330639510,-7.4397237,107.1739498
5330639628,-7.439083,107.1710619
5330639718,-7.4381746,107.1606901
5330639832,-7.4419008,107.1450475
5330639861,-7.4422598,107.1411636
5330639873,-7.4432998,107.1433979
5330639943,-7.4476748,107.1453841
5330639955,-7.4468928,107.1447122
5330639994,-7.4458024,107.1400693
5330743569,-7.350725,107.1312395
5330743596,-7.3528479,107.1307191
5330743610,-7.3565162,107.1303047
5330743659,-7.3523957,107.1301867
5330743670,-7.3514367,107.1308198
5330743688,-7.3486874,107.1304912
5330743813,-7.3470593,107.1333651
5330743939,-7.357551,107.1382226
5330743959,-7.3565268,107.1373093
5330743976,-7.3544439,107.1377948
5330894900,-7.4726755,107.1988258
5330894904,-7.4744694,107.1983616
5330898881,-7.4751099,107.2014927
5330953954,-7.3467108,107.1279243
5330954131,-7.3292518,107.1338049
5330954150,-7.3317644,107.1348792
5330987747,-7.3241931,107.1288067
5330987761,-7.3227642,107.1280507
5332282589,-7.4803399,107.2228771
5332282606,-7.4752997,107.2202325
5332282653,-7.4780534,107.217337
5332282673,-7.475779,107.208923
5332391170,-7.2881682,107.359596
5332391214,-7.2881409,107.3594888
5334290044,-7.3813385,107.1946147
5334306227,-7.272999,107.1960306
5334306241,-7.2716115,107.1954913
5334341495,-7.477344,107.2257337
5334341501,-7.4780143,107.2261058
5334351541,-7.3873544,107.2522444
5334356201,-7.4531063,107.1964584
5334356327,-7.4665663,107.1874418
5334356332,-7.4677275,107.1854774
5334356341,-7.4691572,107.1842081
5334456812,-7.5025624,107.4271703
5340219522,-7.4511675,107.2046395
5340220254,-7.4588509,107.2012525
5340220257,-7.459283,107.2013658
5340220265,-7.4603216,107.202086
5340222555,-7.4646432,107.1967263
5340400737,-7.4612135,107.2155436
5340400781,-7.4609206,107.2201661
5340404940,-7.456806,107.205312
5340406135,-7.4597458,107.2255989
5340406143,-7.4604027,107.2250021
5340406168,-7.4663859,107.2146059
5340406173,-7.4609911,107.215654
5340406175,-7.4614792,107.2152469
5340406176,-7.4535498,107.2080391
5340406328,-7.453224,107.2051477
5340406451,-7.4694083,107.2130173
5340406561,-7.4663732,107.2086402
5340406618,-7.4713371,107.210018
5340406625,-7.4711091,107.2066786
5340516672,-7.4787396,107.2496312
5340516722,-7.4829441,107.2522091
5340516816,-7.473327,107.2551092
5340516834,-7.4855004,107.2506259
5340516844,-7.480428,107.2335441
5340516904,-7.4850851,107.243884
5340516915,-7.4813358,107.2367147
5340517033,-7.4841478,107.2356799
5340517141,-7.4665441,107.2290838
5340517217,-7.4802281,107.2319014
5340517328,-7.4807827,107.2327557
5340517335,-7.4826655,107.2324621
5340517337,-7.4830784,107.2323795
5340517499,-7.4720785,107.2315287
5342015914,-7.3078474,107.2734774
5342061537,-7.2761139,107.2411584
5342061552,-7.2771663,107.2395551
5374369760,-7.4630549,107.4125925
5377091287,-7.306628,107.2638305
5377091295,-7.3064344,107.2631872
5377091522,-7.3036139,107.2697709
5377091523,-7.3047311,107.2671068
5377091563,-7.3034062,107.2697676
5377091582,-7.3081444,107.2701766
5377091632,-7.3096589,107.2692344
5377095339,-7.3047884,107.2706036
5377095342,-7.3062193,107.2619007
5377279642,-7.2797795,107.1344528
5377279670,-7.282302,107.1350396
5377279683,-7.2839405,107.1365071
5377279689,-7.2846443,107.1377425
5377279698,-7.2852509,107.1381274
5380000304,-7.2450547,107.2344099
5388324233,-7.4837706,107.416228
5388324260,-7.490367,107.412571
5388597038,-7.3539571,107.2423969
5388597075,-7.3687936,107.2271162
5400667017,-7.4316452,107.1429352
5525989044,-7.4741021,107.2466386
5525989053,-7.4745315,107.2452138
5525989491,-7.4855841,107.2557764
5525989693,-7.4814078,107.2367126
5616860724,-7.3348928,107.3199852
5616860746,-7.3326462,107.3201194
5963431183,-7.2050959,107.1219382
5963431184,-7.2051956,107.1219228
5963437111,-7.1978445,107.1255331
5963437169,-7.2260364,107.1152267
5963437515,-7.2313914,107.1089798
5963437602,-7.1917426,107.1267025
5963437890,-7.2267362,107.114245
5963451874,-7.2294782,107.1087894
5977557825,-7.3758059,107.1658064
5977557828,-7.3748133,107.1663037
5977557872,-7.3760877,107.1657724
5977558031,-7.377586,107.1636419
5977558264,-7.3855392,107.1676431
5977558340,-7.381648,107.1690372
5977558356,-7.380883,107.1694656
5986151024,-7.2708745,107.465534
5986151066,-7.2674834,107.4699662
5986152616,-7.266201,107.4680464
5986152629,-7.265129,107.4686325
5986152667,-7.2643982,107.4698898
5986152752,-7.2627899,107.4674061
5986153221,-7.2552907,107.4656895
5986153225,-7.2548889,107.4655742
5989193787,-7.2683401,107.1246117
5989193790,-7.268213,107.124154
6079404098,-7.2608267,107.0713466
6079404112,-7.2620948,107.0739246
6079404115,-7.26263,107.074653
6079404124,-7.2636447,107.076319
6079404163,-7.2688597,107.0830508
6079404406,-7.269967,107.0911858
6079404424,-7.2683229,107.0935793
6079404592,-7.2682531,107.1077281
6079404625,-7.2676558,107.1147541
6079404643,-7.2638994,107.0677315
6082672344,-7.3354205,107.4493211
6082672352,-7.3352865,107.4489183
6082672701,-7.3359888,107.4495547
6082673000,-7.3372314,107.4497359
6082673009,-7.3375803,107.4492965
6082673186,-7.3370868,107.4496599
6082673615,-7.3413252,107.4519633
6082673703,-7.3318814,107.4479667
6082727770,-7.3596691,107.4701936
6082727944,-7.3623679,107.4594094
6082748713,-7.3596712,107.4623906
6082748740,-7.3616124,107.464553
6082748770,-7.3616854,107.4644637
6082783194,-7.3554219,107.4708407
6082783207,-7.3544067,107.4703807
6082783300,-7.3596761,107.4742392
6082825604,-7.3493404,107.4529675
6082825682,-7.3538893,107.4513611
6082829341,-7.3529776,107.4545298
6082829916,-7.3517443,107.4538364
6082830229,-7.3610597,107.4556594
6082830238,-7.3611435,107.4568449
6082830255,-7.3623737,107.4547032
6101469596,-7.3142201,107.1618555
6101469758,-7.3129358,107.1671476
6101469947,-7.3126605,107.1699491
6101504949,-7.3059149,107.1592088
6101504961,-7.3071973,107.1588126
6101504962,-7.3132608,107.1590152
6101504993,-7.3154006,107.1576244
6101505030,-7.3129803,107.1581586
6101517102,-7.3078544,107.1634401
6101517385,-7.3082127,107.1598813
